Product,Ingredients
pre-shave oil,"Squalane, Caprylic/Capric Triglyceride, Bertholletia Excelsa Seed Oil, Plukenetia Volubilis Seed Oil, Hippophae Rhamnoides Oil, Euterpe Oleracea Fruit Oil, Tocopheryl Acetate, Tocopherol, Fragrance (Parfum), Citral, Citronellol, Limonene, Linalool.

Our formulations are updated from time to time as part of our commitment to innovation. As such, the ingredient list shown here may vary from the box of the product depending on time and region of purchase."
100% cold-pressed virgin marula oil,"Sclerocarya Birrea Seed Oil.

Our formulations are updated from time to time as part of our commitment to innovation. As such, the ingredient list shown here may vary from the box of the product depending on time and region of purchase."
100% organic cold-pressed moroccan argan oil,"Argania Spinosa Kernel Oil.

Our formulations are updated from time to time as part of our commitment to innovation. As such, the ingredient list shown here may vary from the box of the product depending on time and region of purchase."
100% organic cold-pressed rose hip seed oil,"Rosa Canina Seed Oil.

Our formulations are updated from time to time as part of our commitment to innovation. As such, the ingredient list shown here may vary from the box of the product depending on time and region of purchase."
100% organic cold-pressed borage seed oil,"Borago Officinalis Seed Oil

Our formulations are updated from time to time as part of our commitment to innovation. As such, the ingredient list shown here may vary from the box of the product depending on time and region of purchase."
100% organic virgin sea-buckthorn fruit oil,"Hippophae Rhamnoides Fruit Oil

Our formulations are updated from time to time as part of our commitment to innovation. As such, the ingredient list shown here may vary from the box of the product depending on time and region of purchase."
